ID,CNP_ID,CNP_DATA,CGN_ID,CGN_DATA,DATA,TP_ID,TP_TYPE,TTIP_ID,TTIP_DATA,EMC_CODE,EMC_DATA,PD_DATA,PD_DESCRIPTION,PD_ID,PC_ID,PS_REC_VER,PS_START_DATE,PS_END_DATE,USER_STAMP,TIMESTAMP
147,3,,,,,,,,,65,PAGE ACCESS GRANTED,,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
148,2,,,,,,,,,66,REPORTDATE- [RSDATE] SHOULD GREATER THAN PROJECT STARTDATE- [PSDATE],,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
149,2,,,,,,,,,67,BANDWIDTH - [BW] MB SHOULD NOT BE GREATER THAN 1000 MB,,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
150,2,,,,,,,,,68,REPORT FOR THE DATE [DD/MM/YY] ALREADY EXISTS FOR THE LOGIN ID  [LOGIN],,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
151,1,,,,,,,,,69,EMPLOYEE RECORD SAVED SUCCESSFULLY,,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
152,1,,,,,,,,,70,CONTACT NO SHOULD BE 10 DIGITS,,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
153,1,,,,,,,,,71,RECORD NOT SAVED,,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
154,1,,,,,,,,,72,"NO USER AVAILABLE TO ENTER THE DETAILS ,USE SEARCH/UPDATE FORM",,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
155,2,,,,,,,,,73,YOUR SEARCH NOT MATCH FOR ANY EMPLOYEE,,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
156,2,,,,,,,,,74,TICKLER HISTORY FOR EMPLOYEE: [LOGINID],,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
157,2,,,,,,,,,75,NO DATA AVAILABLE FOR THIS LOGINID: [LOGINID],,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
158,1,,,,,,,,,76,EMPLOYEE DETAILS RECORD UPDATED SUCCESSFULLY,,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
159,1,,,,,,,,,77,NO DATA AVAILABLE IN EMPLOYEE DETAILS,,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
160,1,,,,,,,,,78,DETAILS OF THE EMPLOYEE NAME : [NAME],,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
161,1,,,,,,,,,79,PROJECT NOT SAVED,,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
162,1,,,,,,,,,80,PROJECT UPDATED SUCCESSFULLY,,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
163,1,,,,,,,,,81,PROJECT NOT UPDATED,,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
164,2,,,,,,,,,82,NO DATA AVAILABLE FOR THIS PROJECT: [NAME],,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
165,1,,,,,,,,,83,NO DATA AVAILABLE ,,,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
166,,,,,,,,,,,,EI,EXPATSINTEGRATED,,,,,,dhandapani.sattanathan@ssomens.com,2014-08-01
167,,,,,,,,,,,,,,1,1,1,2012-05-23,2014-10-31,dhandapani.sattanathan@ssomens.com,2014-08-01
